geneID	uniprotID	P10	P11	P14	P16	P17	P18	P19A	P19B	P20	P23	P24A	P24B	P25	P26	P27	P28	P31	P5	P6	P7	P8	P9
SUMF1	Q8NBK3	6.48379	6.62997	7.13689	6.61993	6.87058	7.06869	6.85309	6.96868	6.39047	7.01002	7.00235	6.6797	6.77911	6.1105	7.56251	7.2147	7.04119	6.76943	5.91436	7.13699	6.06656	6.43889
METTL21C	Q5VZV1	3.27689	3.4052	3.80985	4.10588	3.34111	3.27312	3.22524	3.66162	3.7316	3.51728	3.56486	3.10071	3.47691	3.56425	3.38944	3.5972	3.69598	3.33896	3.30337	3.74959	3.51347	3.38008
METTL21A	Q8WXB1	6.76354	6.91354	7.04099	7.07027	7.45043	7.62878	7.50094	7.30755	7.51696	6.94714	7.13961	7.1316	7.18171	6.75282	6.87793	7.40957	7.32906	6.51539	7.52628	7.41523	7.3498	6.97892
SCML2	Q9UQR0	7.08212	6.90057	7.2885	7.25911	7.5274	7.44307	8.83063	6.50629	7.78222	5.48886	6.90626	6.05048	6.22942	6.58754	4.54082	5.44524	7.94102	5.37675	7.40105	8.05009	8.43035	7.08898
MLX	Q9UH92	11.00291	11.3516	11.46734	11.21159	11.13755	11.13046	11.27076	11.53233	11.12189	11.2996	11.38848	11.21178	11.1452	11.47214	10.84127	11.37993	11.3812	11.0584	11.51916	11.04809	11.70218	11.76601
SCML1	Q9UN30	8.11483	7.97745	7.06493	7.92785	7.53784	7.51153	7.88416	7.1157	7.27048	6.6365	7.14627	7.39953	7.80056	7.67785	6.07032	6.34508	8.34876	7.16456	8.80459	7.55223	8.49401	7.35461
SCML4	Q8N228	4.79538	5.25125	5.46524	5.71235	5.34209	5.35848	4.93652	5.00064	5.35294	5.39374	5.04997	5.60541	5.44268	5.08947	5.3349	5.39592	5.39764	5.34787	5.57127	5.34825	5.9349	5.37727
NRK	Q7Z2Y5	3.3957	4.00209	3.69829	4.00692	3.77841	3.86705	3.7819	3.75692	3.88982	3.94021	3.86882	4.00575	3.85492	3.6083	3.72206	3.87286	3.60749	3.79847	3.74067	3.89277	3.45296	3.9495
NRM	Q8IXM6	7.3377	6.98986	8.30183	7.69592	8.32416	7.7548	7.64163	8.03631	7.08699	7.47628	6.90084	7.52449	7.95506	6.78521	7.18745	8.37724	7.72439	6.51622	7.85469	7.17816	6.99414	6.92916
NRL	P54845	6.84501	7.06997	6.97254	7.0395	7.07242	6.96387	6.9177	7.06921	6.89531	6.98917	6.97916	7.03415	7.23039	6.72431	6.96387	7.0141	7.33475	6.94016	7.03746	7.08849	7.20645	7.08616
EDRF1	Q3B7T1	8.37669	8.41502	7.97097	8.40695	7.68179	8.09239	8.84101	7.73752	7.92427	7.95116	7.42066	7.86985	7.76941	8.42529	8.11187	7.51703	7.26859	7.94352	8.58919	8.7159	8.46277	7.14391
TWSG1	Q9GZX9	9.69468	10.23362	9.48727	9.05881	10.23607	9.10598	10.42022	9.69632	9.22214	10.48254	9.46423	9.9357	8.98709	9.23994	10.77762	9.63401	9.23864	8.54132	7.98445	9.81359	8.74441	9.59576
CCDC28A	Q8IWP9	6.55378	6.985635	7.16962	7.018135	7.164815	7.128595	7.24648	7.583645000000001	7.261075	7.018495	6.96382	7.329085000000001	6.951105	7.429185	7.09515	7.20209	7.097675000000001	6.717325000000001	6.55735	7.127625	6.731260000000001	7.17256
ITPA	Q9BY32	8.54994	7.09421	7.84513	7.44171	7.57595	8.04464	7.69899	7.7469	8.08848	8.10068	8.04104	8.06528	7.49278	6.97839	7.59954	8.03676	7.61541	8.84179	7.71689	7.74059	7.93073	8.05238
SH3BGR	P55822	6.28455	6.52551	5.92021	6.55838	6.19538	6.01907	6.63099	6.58702	6.56358	6.08243	6.38475	6.27808	6.29916	5.89437	6.6949	6.30422	6.24926	6.15319	5.7835	6.38564	5.92899	6.68279
SCIN	Q9Y6U3	9.70098	9.02398	6.03033	8.90004	7.75754	5.18411	5.40785	7.51112	5.65814	5.9166	5.33955	5.7668	6.63897	5.43024	8.1539	7.1078	6.17482	6.38596	7.77216	7.92829	8.87451	6.35024
ADD3	Q9UEY8	8.48655	8.5457	9.12135	8.7733	8.43692	8.98758	8.08821	8.71012	8.73986	8.64062	8.13079	9.02356	8.29488	8.77087	8.78884	8.69104	8.46593	7.87136	8.97344	8.28622	9.1708	8.66373
ADD2	P35612	5.85826	5.94422	6.07135	5.88501	6.04262	5.8859	5.77184	5.87888	6.07548	5.96735	6.11079	5.82525	5.91718	5.86133	5.92238	6.08217	5.76709	5.91788	5.91008	6.22096	5.86048	6.01019
ADD1	P35611	6.7769	6.89475	6.8599	6.81649	6.96992	6.98216	7.24234	6.87059	6.56272	7.19212	6.74379	7.01	6.94588	7.0155	7.34585	7.0654	7.13845	7.3364	6.60636	6.81657	6.55842	6.89862
ADA	P00813	8.70288	7.98269	8.55176	7.52667	7.2822	9.06709	8.63364	9.01175	9.60809	9.15009	9.64107	8.99631	7.7924	8.54796	7.2774	9.1257	9.66193	7.58195	7.49369	9.58565	8.75714	8.94359
PKD2L2	Q9NZM6	2.83272	3.08295	3.04941	2.92963	3.01257	3.19027	2.84613	2.84156	3.06783	3.12056	2.98669	3.038	3.04764	3.36923	3.03459	3.01257	3.0947	2.75441	3.12174	3.10785	2.98189	2.98728
PKD2L1	Q9P0L9	5.57786	5.90758	6.04271	5.94763	5.92939	5.52873	5.61744	5.71712	5.86939	5.99002	5.66448	5.86339	5.84655	5.83008	5.8196	5.89339	6.03476	5.68821	6.10328	5.88766	5.91891	6.03124
CWC27	Q6UX04	8.27182	8.77524	8.0928	8.31046	8.25746	8.51126	8.09804	8.85084	8.50354	7.87179	8.43421	8.6009	8.11937	8.68304	8.19077	8.28407	8.22502	7.60776	8.4837	8.58264	8.53508	8.30542
CWC25	Q9NXE8	8.16496	8.40359	7.99271	8.1811	7.93069	8.03799	8.84453	8.27162	7.89864	7.94862	7.74488	8.13155	8.13155	8.41831	8.0163	8.07548	7.92244	8.33312	8.39604	7.96468	8.54805	8.91934
CWC22	Q9HCG8	8.24309	8.26103	8.50915	8.56025	8.51242	9.06983	8.86944	9.12784	8.91005	8.33115	8.62603	8.94273	8.77425	8.65939	8.51981	8.61528	8.31935	7.73184	8.58687	9.10356	8.79189	8.13219
TMED10	P49755	8.61611	9.0022	8.67753	8.45883	8.82282	8.37171	8.48166	8.86249	8.2676	8.84503	8.63063	8.97149	8.25981	7.96023	8.81679	8.72906	9.12335	8.62836	8.94917	8.76357	8.47115	8.64741
PRPF39	Q86UA1	7.53424	6.97452	6.61325	6.93804	6.91225	6.77837	8.40973	6.7669	6.18215	6.68139	6.59705	7.28323	6.83632	7.50785	7.12395	6.53772	6.1074	7.27609	7.27266	7.26147	6.53017	6.24794
MAP3K9	P80192	8.02313	8.05714	8.15462	8.16603	8.12114	7.29396	8.47003	7.93508	7.59612	8.02322	7.99666	7.96104	7.9963	7.23609	8.60704	8.01515	7.65305	8.03691	8.19153	8.15172	7.61357	7.51725
MAP3K2	Q9Y2U5	8.64857	8.30128	8.19496	8.37643	8.33171	8.5529	9.10134	8.76378	8.4625	8.31937	8.82117	8.92357	9.05105	8.51808	8.65558	8.71579	8.86408	8.15698	8.61369	8.98027	8.81102	9.04551
MAP3K3	Q99759	7.61001	7.77863	6.98521	7.42001	7.46731	7.10675	8.78382	6.91798	7.14977	7.80153	7.34174	7.05688	7.35208	7.91749	7.93252	7.7161	7.14223	7.15789	7.90415	7.57582	7.20945	7.78461
MAP3K6	O95382	7.6881	7.04898	7.3088	7.84286	7.38168	6.73033	8.82599	8.48364	7.588	7.79794	7.60948	7.51241	7.36643	6.88352	7.66465	7.85735	7.52485	7.78614	7.15005	8.26069	6.9883	7.31119
MAP3K7	O43318	9.95506	10.14915	9.65274	9.53744	10.12373	10.15905	10.31684	9.96148	10.13232	9.82833	9.8898	10.31115	10.27769	10.05786	9.8734	9.70949	9.83316	9.6728	9.991	9.9189	10.05845	9.6991
MAP3K4	Q9Y6R4	8.50942	8.92207	8.23801	8.63426	8.71309	9.19247	9.60319	9.07423	8.43163	8.45604	8.63573	9.08255	8.81054	8.93182	8.62647	8.49483	8.3717	8.44481	9.28649	9.5826	9.13167	8.42009
MAP3K5	Q99683	8.14343	9.03012	8.6132	8.65644	9.07004	7.24992	8.71633	9.10053	8.31562	8.65451	9.55518	9.86098	8.73368	7.75086	8.4901	8.11855	8.52147	6.89781	8.85556	8.7568	8.91933	8.27633
PET117	Q6UWS5	6.71918	6.02903	6.35266	5.82358	6.07817	6.91563	6.06046	5.98809	6.65519	6.34514	6.97695	6.39754	6.60722	5.56642	5.84677	6.25509	6.29627	6.33428	6.41481	6.02373	6.08891	6.5696
MARVELD1	Q9BSK0	8.43808	7.50334	8.75292	9.08869	8.83951	8.44008	9.38979	8.49056	8.55043	8.94456	7.36349	8.40634	8.62033	9.24906	9.1933	8.7326	8.55634	8.37787	8.48988	7.01417	7.86494	7.618
FMOD	Q06828	10.89523	11.57531	5.89421	11.43372	9.17025	12.25839	6.16289	6.21879	9.30548	9.35484	9.87205	6.71371	8.46152	12.51976	8.03501	6.99985	9.06167	11.13735	10.2242	11.25574	10.2717	11.16343
MARVELD2	Q8N4S9	10.08589	10.56325	9.85824	10.15711	9.8116	9.8555	9.53728	9.94699	9.53392	9.85189	9.77186	10.20632	9.87321	8.59423	9.99698	9.53774	9.97492	9.47607	10.07857	9.90817	9.80339	9.82285
NUP214	P35658	8.68711	9.02177	8.58955	8.9269	9.452065000000001	8.44662	9.16361	8.859300000000001	9.011985	8.49658	8.751275	8.825775	9.00136	8.71087	8.791815	8.72883	9.029395000000001	8.98487	8.901399999999999	8.707985	9.096	8.91035
TPGS2	Q68CL5	11.34132	11.42489	11.73592	11.6688	11.90925	11.40321	11.18547	11.53233	11.42633	11.63613	11.42499	11.62252	11.50487	11.21515	11.79592	12.08931	11.69766	11.46242	11.11601	11.40206	11.41653	11.48282
TPGS1	Q6ZTW0	6.11653	6.5813	5.90611	6.26797	6.47292	6.33631	6.40397	6.49289	6.28827	6.65285	6.62271	6.5118	6.33175	5.9401	6.5455	6.45196	6.04606	6.0427	6.16101	6.93853	6.43959	6.38858
NUP210	Q8TEM1	9.09507	7.15344	10.80521	9.46005	11.0312	10.45244	11.43749	10.76564	10.26599	9.40169	10.55032	9.60506	10.17233	9.2564	8.97196	10.37043	10.08893	9.94692	5.37151	10.63541	10.3557	5.07768
KIAA0319L	Q8IZA0	9.79809	9.76858	9.75879	10.33847	9.66884	9.42581	9.64336	9.28183	9.65445	9.5957	9.96313	9.42838	9.62873	9.1703	9.85224	9.89305	9.9069	10.08441	9.67534	9.37862	9.76935	9.7049
SMCO2	A6NFE2	4.12277	4.61097	4.60664	4.48251	4.41158	4.44365	4.17457	4.60372	4.34443	4.43534	4.4742	4.46851	4.34094	4.24394	4.39637	4.4776	4.4776	4.02513	4.29319	4.5056	4.54879	4.40503
SMCO1	Q147U7	4.38246	4.47375	4.17159	4.51456	4.20415	4.24425	4.12311	4.35735	4.61258	4.4582	4.27846	4.25977	4.07121	4.27726	4.21343	4.39539	4.59923	4.24056	4.35328	4.26935	4.22419	4.26694
FMO1	Q01740	3.74599	4.277	4.00105	4.27149	3.95829	4.08935	3.36841	4.00006	3.94336	4.225	3.66234	4.01391	3.61858	3.91568	4.03067	3.90357	4.04933	3.9598	3.91627	3.88413	3.65027	4.14479
ZNF202	O95125	7.0618	7.08185	6.77164	7.0046	7.92513	7.2792	7.73469	7.2096	7.78397	7.02	6.6619	7.25742	7.09832	6.62418	6.87279	6.95274	7.19804	7.19082	7.08944	7.03681	7.17232	7.07425
CASZ1	Q86V15	7.66418	7.9924	8.77107	8.58085	7.59253	7.69849	7.97116	8.31973	8.15031	7.79996	8.33353	8.9915	8.06528	7.45834	8.73975	8.67121	8.34608	7.76393	8.97278	8.59949	7.55644	7.87538
ZNF200	P98182	7.28304	7.56431	7.26753	7.73861	7.58901	7.3941	7.4414	7.83659	7.58714	7.24977	8.06372	7.14562	7.96659	7.51196	7.07304	7.18197	7.44509	7.36938	7.16839	7.21471	7.49336	7.07823
FMO5	P49326	7.28019	8.33626	6.55124	7.08559	7.12602	6.74509	5.91436	7.18558	6.8617	6.59817	7.8309	6.57306	6.69511	7.54095	6.42836	6.26812	7.25779	6.31688	7.21566	6.01425	8.01598	7.10009
EVX1	P49640	7.22147	7.3691	7.36803	7.56345	6.85508	6.82755	6.16276	6.55899	6.70402	6.68474	6.98956	6.74511	6.99351	7.41599	6.4655	6.52671	6.59407	6.29969	7.35827	6.68628	6.82669	7.08168
ZNF208	O43345	4.69719	4.42821	4.02834	4.73943	4.8628	4.63442	4.56051	4.77653	4.78672	4.83399	4.84043	4.90715	4.87075	4.85523	5.01687	4.69445	4.30471	4.32997	5.49379	4.65274	4.9659	4.76507
PASK	Q96RG2	7.92378	7.30616	7.4486	7.84382	7.71092	7.87329	7.2663	8.06415	7.94017	7.4858	7.3694	7.7439	7.40028	7.43578	7.26728	7.54608	7.26807	7.46119	7.95997	7.92032	7.65938	7.08895
SETD9	Q8NE22	7.3686	6.33721	6.76415	7.28717	6.43193	7.45592	6.74334	6.81401	7.29832	7.00809	6.97148	7.1934	6.65857	6.79808	7.1431	6.48833	5.87602	6.50953	6.56479	6.64552	6.4961	6.9046
C14orf178	Q8N769	5.32135	5.29564	4.90763	5.40905	5.60288	4.92837	5.3354	5.25848	4.94219	5.44363	5.25242	5.14439	5.26918	5.11185	4.97908	5.37631	5.04743	5.30303	5.18734	5.37489	5.37978	5.20732
SH2D2A	Q9NP31	6.57128	7.34245	6.98548	6.55543	7.25067	6.90938	6.93989	7.02063	7.44287	6.92118	7.85698	6.57156	6.41472	6.09182	6.25658	6.6461	7.34843	6.73585	6.67184	6.55532	6.70116	7.43348
PRR14L	Q5THK1	8.87063	8.91557	8.79272	8.77495	8.89633	8.79552	9.22179	9.27864	8.76563	8.47319	8.94382	9.19551	8.86786	8.20597	9.29351	8.40787	8.63878	9.01445	8.82216	9.28467	9.04192	8.10937
HECA	Q9UBI9	6.32433	6.56307	6.45103	6.523015000000001	6.61101	6.493355	6.15364	6.3807	6.5032499999999995	6.80596	7.005215	7.10949	6.95397	6.91131	6.98799	6.66466	6.4495000000000005	6.67305	6.705415	6.619695	6.89621	6.55186
SETD3	Q86TU7	10.36994	10.95273	10.71272	10.76728	11.24688	10.39682	10.61077	10.91564	10.07629	10.78006	10.73243	11.20644	10.5093	10.35654	10.72618	10.78379	11.12843	10.10543	10.85164	10.75883	10.41532	10.89872
AGXT2	Q9BYV1	4.97941	5.19924	4.71933	5.18135	5.0568	4.73889	4.6902	4.80085	5.12487	4.82611	5.07836	5.04297	4.85336	4.92269	4.79153	5.16276	5.04256	4.85915	5.12515	5.11717	5.16469	5.04706
SETD5	Q9C0A6	9.1272	9.24834	9.55125	9.16621	9.65405	9.70236	10.07425	9.49648	9.0228	9.11718	9.16436	9.38978	9.80119	9.5267	9.51476	9.3395	9.11815	10.17299	9.42819	9.7581	9.32332	8.95475
TDRKH	Q9Y2W6	9.00585	8.8032	7.24054	8.52146	9.50923	8.27281	8.44472	7.87797	8.94058	6.45308	8.78747	7.82493	8.36302	7.75467	7.89767	7.92341	8.21868	8.58975	7.92153	7.61409	7.93918	7.91395
SETD7	Q8WTS6	9.00022	8.70587	7.88246	8.56029	8.58479	8.63347	8.9991	9.42617	8.04865	8.79541	9.08044	8.62903	8.45055	8.68229	9.10611	8.66973	8.73036	8.58628	8.49942	9.18276	8.64041	9.09912
ITFG2	Q969R8	9.3515	9.89806	9.5501	9.65904	9.87822	9.92683	9.27967	8.23318	9.647	9.47842	9.18242	9.22282	9.74889	9.63333	9.43421	9.4167	9.09819	9.46295	9.66399	8.28412	9.84935	9.54826
XAF1	Q6GPH4	7.01807	6.43825	6.28629	8.13432	6.726	6.56056	11.31683	8.23787	6.78279	8.49465	6.65086	9.45902	9.98759	6.67256	9.14439	9.00498	7.55762	8.82875	6.94439	7.19842	6.44198	7.86343
SOS1	Q07889	9.16298	9.14971	9.23715	9.18646	9.36778	9.52217	9.76457	9.26189	9.18479	8.99601	9.17509	9.32539	9.4984	9.39281	9.55909	9.12869	9.29566	8.91644	9.58453	9.44048	9.46122	9.00446
PRAMEF18	Q5VWM3	6.52594	6.631795	6.456185	6.743589999999999	6.65058	6.4351	6.389315	6.68801	6.44953	6.447275	6.5775500000000005	6.848714999999999	6.739775	6.558025000000001	6.139735	6.29742	6.42177	6.23147	6.925195	6.478195	6.944859999999999	6.30037
PRAMEF19	Q5SWL8	4.62642	4.65706	4.55352	4.61356	4.67683	4.57025	4.43497	4.54806	4.72557	4.73078	4.71722	4.60513	4.65891	4.59811	4.48448	4.56423	4.6304	4.80917	4.56112	4.64098	4.76326	4.46682
PRAMEF17	Q5VTA0	4.78262	5.27543	4.86863	4.99609	5.17722	4.78548	4.87743	5.0204	5.14819	5.20994	5.23063	4.9495	5.1096	4.96804	5.06726	5.52118	5.06568	5.19164	4.89272	5.08573	5.11114	5.07475
PRAMEF14	Q5SWL7	5.23197	5.55375	5.66134	5.23442	5.16298	5.53924	5.19301	5.50775	5.51367	5.50138	5.57102	5.50258	5.58807	5.78074	5.41141	5.82492	5.55421	5.32224	5.28449	5.47955	5.39028	5.57299
PRAMEF12	O95522	3.93497	3.87328	3.46804	4.12006	3.88531	4.158	3.63712	3.70598	3.94079	3.83196	4.12365	3.77899	3.84688	3.81838	3.78479	3.81184	3.75866	4.00367	4.04497	4.06472	3.82568	4.14264
TIGIT	Q495A1	5.0784	4.49732	4.71567	4.7296	5.11763	4.8019	4.54725	4.66596	4.93511	4.64733	4.79892	4.65826	5.0562	4.94344	4.65247	4.96392	4.95122	4.72082	4.94344	4.94344	5.20958	5.08428
PRAMEF10	O60809	6.90878	6.83281	6.40879	6.92418	6.84237	6.83303	6.58324	6.77802	6.87262	6.85405	6.95916	6.87563	6.95916	6.60777	7.06371	7.09207	6.98081	7.0759	6.78688	6.97782	7.13073	6.92885
PRAMEF11	O60813	4.95029	4.91885	4.76087	5.59015	4.45215	4.90362	4.41777	4.69247	5.00708	5.00255	4.67579	4.90799	5.20228	4.75299	4.53196	4.93075	4.7505	4.4626	5.29565	5.40588	4.74663	4.93073
PTGS1	P23219	6.57438	6.11787	6.08675	7.10192	6.63312	6.54048	6.37482	8.31992	7.63162	6.40205	6.34237	6.40354	7.01122	6.84664	6.32609	7.30943	7.15539	6.98665	6.38738	7.20689	6.73314	6.15547
LXN	Q9BS40	6.42294	6.33049	6.99176	7.46602	4.46358	6.88247	6.71353	7.24266	6.55862	6.51149	4.43643	6.73637	5.77315	6.58117	6.87346	6.4912	7.3855	4.59142	5.0975	7.5019	5.16613	5.87773
EME1	Q96AY2	6.55361	6.879049999999999	6.94406	6.98732	6.895275	6.973145	7.62688	7.53008	6.89351	6.353555	6.37091	6.499435	6.462785	6.40735	6.49882	6.71782	6.985175	6.275055	7.140385	6.947815	6.977040000000001	7.009774999999999
VIPAS39	Q9H9C1	8.80707	9.37014	9.37657	9.09309	9.83729	8.33545	9.27176	8.78786	8.27507	8.88449	8.76436	9.25927	9.08835	8.31824	9.10544	9.14658	9.61868	8.95641	9.16099	9.15952	8.28726	8.95102
EME2	A4GXA9	8.3054	8.18116	7.9256	8.52415	8.55919	8.20886	7.77688	8.30334	8.2445	8.71134	8.33583	8.43406	8.44541	7.96867	8.30319	8.65158	8.59477	8.78498	8.36272	8.29679	8.342	8.32363
AKNA	Q7Z591	7.84725	8.07135	9.22817	8.19259	8.66092	9.02603	7.70858	7.86845	8.14143	7.74785	8.33385	7.83488	8.08685	8.15167	8.14143	8.14232	7.88062	8.05111	7.58745	7.9422	8.47685	8.71152
DUOX1	Q9NRD9	5.52061	5.47461	5.63185	5.74612	5.44991	5.42382	5.0696	5.72232	5.57093	5.75118	5.67458	5.90717	5.64732	5.54056	6.45299	5.6104	5.60579	5.95286	5.62882	6.25908	5.64669	5.91561
DUOX2	Q9NRD8	5.90762	5.68154	6.19339	6.21617	5.84531	6.45207	5.29119	5.99619	5.71939	6.13748	7.65893	7.24024	7.3841	6.22514	7.94873	5.6922	5.65587	5.97877	5.43462	6.36748	5.74953	5.95225
PYCR3	Q53H96	8.28212	8.71698	7.66876	7.89926	8.99696	7.63599	7.34005	7.61519	7.98986	7.57783	7.68794	7.97531	7.90687	7.74396	7.50296	7.74375	7.65316	8.08633	8.45717	7.90599	8.33555	7.76683
GATD3A	P0DPI2	7.84261	7.52656	7.8192	7.75331	7.83063	7.42685	7.66477	7.83009	7.73978	7.75626	7.77328	7.8054	7.41799	7.37423	7.52406	7.8188	7.71806	8.07752	7.34668	7.68444	7.40001	7.61081
GLYR1	Q49A26	11.0036	10.08097	11.28708	11.66714	10.77093	11.49262	10.1642	10.6421	10.89373	11.02451	10.94483	11.12504	10.62525	11.38191	11.16581	11.04865	10.89646	10.92261	11.22522	7.50847	11.11556	10.89916
JADE3	Q92613	8.69505	8.51109	8.18141	8.6802	8.19436	8.72029	8.68118	8.18256	8.68854	7.87446	8.2969	8.13313	8.83401	8.36183	8.02866	8.29142	9.04893	7.16375	8.98526	8.50571	9.03448	8.49967
JADE2	Q9NQC1	7.94011	8.74692	7.8845	7.98634	8.11648	7.77097	9.09094	8.27833	7.42564	8.07465	8.0646	7.67986	8.1524	7.84343	8.45193	7.99362	7.72383	7.67552	7.75316	7.92873	7.31168	8.13049
JADE1	Q6IE81	7.06003	7.07396	6.85903	8.28961	8.49946	7.97402	9.23009	8.9737	5.86112	7.52256	7.52796	6.41221	7.29286	7.08218	8.35005	7.88601	7.3054	6.95117	8.00885	9.24043	7.09654	6.63601
KRTAP4-9	Q9BYQ8	3.65959	3.81836	3.79367	3.58501	3.74017	3.64999	3.49062	3.61873	3.72625	3.9626	3.49426	3.75929	3.58352	3.42083	3.79367	4.00857	3.771	3.48899	3.71787	3.84433	4.08951	3.95378
KRTAP4-8	Q9BYQ9	4.65101	5.11786	5.22523	5.05538	5.0051	5.27721	5.03729	4.71423	4.67609	5.08312	5.0672	5.36287	5.39333	5.35267	5.42997	4.99439	4.86567	5.27969	5.2175	5.46068	5.02238	4.93891
KRTAP4-1	Q9BYQ7	6.25766	6.31213	6.63274	6.14088	5.71097	7.4398	5.76284	5.97818	5.53924	7.24079	5.81331	5.41052	5.73279	5.6238	6.39077	7.06413	6.04194	6.07962	6.21811	4.64027	5.34574	8.08794
KRTAP4-3	Q9BYR4	3.66217	3.62158	3.64562	4.2696	3.74469	3.795	3.96856	3.6778	4.02435	3.795	3.795	3.70197	3.7518	3.59127	3.59472	3.9376	4.08523	3.66516	3.62091	3.77754	4.12816	4.21033
KRTAP4-2	Q9BYR5	3.41703	3.82151	4.08307	3.98376	3.42348	3.8488	3.77642	3.9862	3.75874	3.8488	4.35203	4.04426	3.33027	3.70533	3.80242	3.68521	3.66012	3.69618	3.99063	3.73052	3.60455	3.8488
KRTAP4-5	Q9BYR2	2.69847	2.9989	2.92842	2.64122	2.95121	2.85937	2.88351	2.50777	3.07311	3.09734	3.07916	3.32914	3.01359	3.61345	3.11577	2.67319	3.06336	3.18263	3.00026	3.19443	2.8929	3.0655
KRTAP4-4	Q9BYR3	4.11508	4.04246	4.42314	3.8289	3.93286	4.1307	3.8813	4.32916	4.22379	4.07148	3.8916	4.27065	3.96918	3.81407	4.52816	4.26311	4.47198	4.1426	4.1827	4.23112	3.91144	4.23429
KRTAP4-7	Q9BYR0	2.90075	2.75162	2.94206	2.43626	2.48788	2.98422	2.24305	2.34504	2.41528	2.86637	2.66646	2.8527	2.21609	2.77615	2.64864	2.41118	2.88725	2.92363	2.71922	2.7771	2.56908	3.00349
KRTAP4-6	Q9BYQ5	2.99008	2.65624	2.48267	2.48975	2.62317	2.52204	2.58036	2.70162	2.411	2.87063	2.92786	2.71634	2.60981	2.70119	3.19657	2.7185	3.00737	3.02661	2.87937	2.72834	2.61069	2.7446
RRM2B	Q7LG56	9.61612	9.91363	9.00145	8.35524	9.32811	8.82606	8.81114	8.85744	9.08269	9.63547	8.68113	8.87399	8.60047	8.3516	9.55768	10.1617	8.98109	10.09435	9.20838	9.64003	9.13499	9.5561
NPPB	P16860	6.49954	6.61165	6.35761	6.70205	6.61544	6.29758	6.43902	6.55622	6.63662	6.37097	6.70353	6.5102	6.64587	6.70714	6.40061	6.58904	6.37492	6.38293	6.63786	6.52724	6.58764	6.71469
NPPC	P23582	6.30446	6.17453	6.10148	6.40086	6.5113	6.038	5.5579	6.92555	6.30393	6.38715	6.33275	7.16084	6.24471	6.19052	6.09455	6.51925	6.44716	5.91309	6.33068	6.4753	6.35482	6.26721
NPPA	P01160	5.74658	5.37581	5.51375	6.00602	5.73548	5.35195	5.57571	5.60469	5.91209	5.71662	5.56004	5.70845	5.71672	5.41272	5.97056	5.96397	5.53563	5.71355	5.72336	5.97344	5.96731	5.93875
ARHGEF33	A8MVX0	4.94321	4.9378	4.96615	5.10252	4.90774	5.02824	4.88492	5.04325	5.04325	5.22562	5.12266	5.22594	5.12169	5.04325	4.92151	5.10252	5.04325	5.0823	4.92256	5.03256	5.16603	5.21435
EFS	O43281	6.13624	6.22584	6.24051	6.61358	6.48334	6.381	6.08063	6.52004	6.57889	6.6338	6.72112	6.31736	6.51415	6.40464	6.57161	6.37827	6.07895	6.3243	6.48329	6.61467	6.50843	6.55123
FRZB	Q92765	3.4998	3.64532	3.83547	4.52991	3.60577	3.74648	3.34688	3.59346	3.47355	3.52122	3.78111	3.7528	5.44483	3.65419	4.30569	4.05034	3.68679	5.37498	3.43822	3.79565	3.65958	3.63188
ABRACL	Q9P1F3	7.90538	7.97064	7.52983	7.25439	7.57515	8.05598	7.53615	7.44966	7.87645	7.53615	7.13375	7.68145	7.60619	7.95644	7.74978	7.66944	7.65958	7.26154	7.56597	7.68467	7.60619	7.32509
SPRR2E	P22531	2.69425	2.59924	2.35567	2.63181	3.1006	2.82001	2.17197	2.68965	2.83779	2.62342	2.35917	2.85733	2.85164	2.63658	2.59403	3.2115	3.24111	2.90851	3.10679	2.58265	2.7312	2.96
SPRR2D	P22532	3.6412	3.6028	4.1554	4.33828	3.66625	3.64789	3.88434	3.86038	4.213	4.21658	3.64428	3.86723	3.91588	4.00767	3.9344	3.89059	3.94757	3.93663	3.79932	3.87668	3.6999	3.88434
SPRR2G	Q9BYE4	3.61737	3.61629	3.71226	3.447	3.58082	3.51961	3.48833	3.6428	3.51931	3.71917	3.78569	3.46984	3.51546	3.55523	3.78826	3.66105	3.87397	3.84432	3.72276	3.84649	3.32828	3.74514
SPRR2F	Q96RM1	5.49685	5.95765	7.00314	6.10267	8.43037	5.54984	5.96146	6.07978	6.04684	6.72508	6.35418	6.40379	5.99241	5.48505	6.02269	6.44037	7.08338	6.20458	6.08238	6.08331	6.29919	7.08364
SPRR2A	P35326	6.65303	6.81004	6.61591	6.50643	6.7915	6.5547	6.35766	6.81641	6.23958	6.96159	6.42111	6.85911	6.62696	6.77611	6.45276	6.70434	6.82518	6.58269	6.3747	6.70627	6.74981	6.99957
DNER	Q8NFT8	3.94603	4.16458	3.6733	4.25174	4.07622	4.04777	3.67101	6.44463	4.10455	4.45833	4.21259	4.03395	4.39132	3.75861	4.03251	4.04278	4.64454	3.88881	3.93512	6.36295	3.96187	4.37519
KRTAP12-1	P59990	5.23761	5.46695	4.97709	5.13955	5.23761	5.01027	5.31554	5.09855	5.15763	5.54448	5.28609	5.14282	5.28801	5.07388	5.18064	5.40325	5.12498	5.52633	5.10664	5.05891	5.10082	5.25835
KRTAP12-3	P60328	5.32311	5.27701	5.19698	5.08005	5.59332	4.37181	5.51381	5.0968	4.91159	5.6787	5.36676	5.2455	5.34327	4.96756	5.50267	5.37796	5.58869	5.6861	5.16619	5.15287	5.26746	5.32253
