geneID	uniprotID	P10	P11	P14	P16	P17	P18	P19A	P19B	P20	P23	P24A	P24B	P25	P26	P27	P28	P31	P5	P6	P7	P8	P9
AMMECR1L	Q6DCA0	9.41471	9.16965	9.93775	9.39923	9.50038	9.86883	10.22345	9.4606	9.43798	9.6001	9.58006	9.65406	9.40168	9.74038	9.67732	9.89395	9.28847	9.33645	9.72473	9.64811	9.20299	10.09099
IL1RAPL1	Q9NZN1	8.24518	5.36231	4.05952	4.84528	3.77125	3.64378	4.01336	4.13831	6.53073	8.66045	4.09849	4.78147	4.66216	4.43509	6.2841	6.64175	4.79258	7.79734	4.06722	3.57183	3.5944	4.65773
IGF2R	P11717	9.43274	10.01837	10.4675	9.73097	10.22191	10.15869	10.04712	9.67234	9.60962	9.68648	10.36593	10.86087	10.74363	10.90383	10.91144	9.95828	9.17101	10.11017	9.99193	8.5742	10.13354	9.79313
RAD21L1	Q9H4I0	3.25373	3.1029	3.04322	3.20913	3.25727	3.19016	3.25644	3.32234	3.32471	3.16553	3.49653	3.05233	2.99033	3.25459	3.31657	3.2592	3.18775	3.05351	3.38435	3.37763	2.86151	3.10367
PLRG1	O43660	9.75238	9.59076	10.30632	9.55638	10.07011	10.07799	9.6171	9.8905	9.23436	9.95242	9.25299	10.04082	9.4298	9.64202	9.38615	9.99849	9.81498	9.96831	9.4989	9.95531	9.39236	10.17848
RNF114	Q9Y508	11.77684	11.38378	11.625	11.60493	11.41502	11.91903	11.31211	11.13186	11.86594	11.75114	11.74961	11.64258	11.88314	11.84822	11.48187	11.55788	11.79257	11.44128	11.48889	11.13488	12.01065	11.82305
ZC3H15	Q8WU90	10.26108	10.29136	10.19508	10.2041	10.35648	10.77256	10.37666	10.59683	10.63562	10.18294	10.64434	10.57022	10.51192	10.70957	10.49358	10.40606	10.28569	9.96135	10.47907	10.63079	10.74603	9.50475
ERICH5	Q6P6B1	6.07487	5.88938	5.5401	5.78169	5.96365	5.82682	6.33567	6.21484	5.68458	6.50554	6.05498	5.82411	5.67142	5.92404	6.39011	6.13799	6.04251	6.37944	5.94354	6.07459	5.79448	6.26733
ERICH4	A6NGS2	4.10543	4.20497	3.99926	4.68391	4.63786	4.09791	4.26958	4.41084	4.66573	4.34412	4.74495	4.32921	4.71337	4.36905	4.43673	4.52184	4.5566	4.64223	4.4782	4.65648	5.40921	4.33422
ERICH3	Q5RHP9	3.87896	3.95363	3.96902	4.01561	4.09002	3.89611	3.88016	4.01561	4.1905	3.98213	3.96918	3.95184	3.87334	4.04217	3.92964	4.16114	4.04619	4.15158	3.96378	4.04613	4.04154	4.32434
TMEM213	A2RRL7	5.47453	5.35012	5.40728	5.50965	5.20072	5.437	4.98823	5.62103	5.2962	5.437	5.07945	5.57062	5.4445	5.01093	5.4445	5.71783	5.5653	5.52544	5.54993	5.78058	5.437	5.7274
ERICH1	Q86X53	6.82566	7.23931	7.16781	7.82658	7.01762	7.48792	7.47981	7.21533	7.58405	7.1293	7.26186	7.26143	6.86282	6.95992	7.72562	6.95042	7.14217	8.06207	6.76706	7.36493	6.9179	6.83366
C14orf119	Q9NWQ9	8.54741	8.72043	9.19895	8.67048	9.55128	8.33783	8.83073	8.76003	8.14621	9.2514	8.41468	9.16471	8.41432	8.40127	8.65241	8.90498	9.11302	8.672	8.65484	8.90779	8.53039	8.53373
ART1	P52961	5.11105	5.54733	5.3476	5.8458	5.44706	5.31502	5.09233	5.24775	5.77305	5.49893	5.49868	5.54077	5.68862	5.24536	5.46838	5.60861	5.48584	5.52502	5.63462	5.61338	5.76844	5.9632
ART3	Q13508	4.88722	4.79184	4.27195	4.80194	5.36315	5.20423	4.20074	4.13216	4.58033	4.2173	4.60749	4.39952	4.1927	5.13182	4.02283	4.2798	3.99162	4.08475	4.31148	4.83797	4.57998	4.72863
ART5	Q96L15	5.40002	6.1668	5.47286	5.27301	5.49327	5.50314	5.31756	5.65203	5.56023	5.48977	5.48198	5.42591	5.90509	5.7163	5.54633	5.96984	5.47836	5.85125	5.3918	5.69748	5.46767	5.74492
HMGCLL1	Q8TB92	4.91124	5.24242	4.74516	5.2231	4.98337	4.86551	4.68506	4.98237	5.10253	5.11136	4.86145	4.90195	5.17348	4.96907	4.88833	4.93903	5.24381	4.98474	5.34801	4.85641	5.08385	5.31944
COX4I2	Q96KJ9	5.93222	5.84429	6.04476	6.0663	6.20498	6.08781	5.50342	5.89125	6.44957	6.23198	6.33628	6.26033	6.17326	6.19686	6.08747	6.09919	6.53711	5.90204	6.09391	6.14095	6.29766	6.11731
COX4I1	P13073	12.65388	12.79118	12.26187	12.72424	12.57052	12.55304	12.49621	12.69456	12.55555	12.3589	12.72692	12.51122	12.55569	12.7562	12.4128	12.32998	12.70282	12.33907	12.64094	12.68005	12.72712	12.15964
BFAR	Q9NZS9	11.0015	11.01555	10.48268	10.42498	11.24351	10.8211	10.32767	10.53841	10.29367	10.47229	10.4908	10.45686	10.717	10.58697	10.28965	10.47358	11.04597	9.58121	10.4118	10.5525	10.21429	10.5826
HCAR3	P49019	5.145334999999999	4.97028	5.353265	4.797955	5.079465000000001	5.32265	5.24693	5.217685	5.189814999999999	5.077685000000001	5.085075	5.18281	5.057805	5.152875	4.94803	5.093055	5.215755	4.768575	5.015269999999999	5.128045	5.116434999999999	5.18035
CRTAM	O95727	3.13816	3.18897	3.57115	3.3331	3.17286	3.23388	3.14916	3.30694	2.95025	3.12264	3.12379	3.29423	3.13539	3.33262	3.28332	3.25535	2.98596	2.74143	3.07484	3.21117	3.07959	2.99921
EDA	Q92838	6.02208	5.67014	6.17673	5.99432	6.20964	6.10648	6.55351	6.28426	5.56322	5.59478	5.7802	5.92566	6.06518	5.87239	5.59238	5.62957	6.01259	5.84827	5.97272	6.45914	5.70592	5.86286
PIPOX	Q9P0Z9	5.36382	5.36661	6.25061	5.27443	5.51402	6.27326	5.52743	5.42736	6.04809	5.36802	5.39526	5.42736	6.99357	5.48374	5.17701	5.64423	5.7087	5.57541	6.35214	5.66081	7.56889	6.65242
CCDC116	Q8IYX3	5.91545	5.83526	5.95081	6.00943	6.12092	5.7167	5.82766	5.71116	5.96589	6.17288	6.13366	5.75261	5.97768	5.82377	5.86429	5.77947	6.08264	5.95228	6.38104	6.07435	6.05694	6.13293
CCDC117	Q8IWD4	8.65507	8.99438	9.13653	8.79435	8.91984	9.0287	9.12279	8.90008	8.71737	8.36408	8.46263	9.03457	8.39183	8.2727	8.30844	8.39114	8.65336	7.95981	8.76035	9.47785	9.14456	8.23952
CCDC114	Q96M63	6.63284	6.47286	6.34119	6.51238	6.48633	6.07376	6.35323	7.1185	6.54916	6.34844	6.43114	6.4626	6.47	6.19497	6.39214	6.49475	6.56233	6.51751	6.53969	6.5993	6.42807	6.60208
CCDC115	Q96NT0	7.09624	7.21084	7.45829	7.54484	7.33412	7.73879	7.4238	7.68554	7.59962	7.25933	7.44846	7.29386	7.41297	7.23173	7.52033	7.7029	7.84508	7.57104	7.52762	7.2776	7.03162	7.25379
CCDC112	Q8NEF3	6.62534	7.34376	5.83985	6.4679	6.65429	6.07179	7.23563	6.58576	6.58722	5.85879	6.58526	6.66378	6.50891	6.38176	7.1736	6.62829	6.40226	6.33423	7.28805	6.84082	5.62367	6.32904
CCDC113	Q9H0I3	9.85354	9.81063	9.21903	9.62048	8.35643	8.23772	9.2587	10.49339	9.78901	8.66171	9.62136	9.37245	9.11184	8.41595	9.07032	8.39641	9.58862	8.72862	7.66414	10.01318	8.36277	9.85015
CCDC110	Q8TBZ0	6.45495	6.26919	6.60322	6.73291	6.29642	6.18083	7.88819	7.17464	6.87954	5.78115	7.53838	6.52973	7.59983	6.62691	5.96804	7.07103	5.93478	6.84139	6.28644	8.16067	6.76337	7.33433
MTCL1	Q9Y4B5	7.11546	7.08039	6.9263	7.35137	7.04043	6.67865	7.91325	6.46396	6.57586	6.50994	6.29646	6.3147	7.10684	6.88884	7.00744	6.87095	6.77068	6.85626	6.91653	6.43117	6.51986	6.29501
TMEM211	Q6ICI0	6.61111	6.68092	6.1956	7.25018	6.86276	6.09157	6.25861	6.67796	7.83042	7.46738	6.79704	8.73919	7.16538	7.35145	6.8692	7.12608	6.87424	6.80159	6.77133	7.02185	8.13268	6.69256
CRTAP	O75718	11.75571	11.62099	11.70361	11.34612	11.76707	11.97369	11.67904	11.65039	11.80542	11.82848	12.05598	11.59095	11.28635	11.76237	11.37681	11.88132	12.09269	11.73151	11.50804	11.61547	11.3522	11.77153
SPHK2	Q9NRA0	8.38653	8.1158	8.28291	7.55817	8.03992	7.97609	7.29922	7.48858	7.86132	8.31037	8.22912	8.15505	8.26591	8.14642	7.64358	7.88025	8.19346	7.79618	7.92431	7.41555	7.49451	7.3594
SPHK1	Q9NYA1	6.71133	6.5362	6.23851	6.45654	6.75595	6.12121	7.19024	7.33185	6.63741	6.52346	6.35497	6.36858	6.72098	6.02081	6.6215	6.62621	6.42112	6.70856	6.46013	7.00271	6.62322	6.50803
DPT	Q07507	4.96332	4.98619	4.78078	5.03785	4.97454	5.08146	4.35104	4.84208	4.91094	5.26676	4.87398	4.93607	5.04403	5.02618	4.9143	4.78646	5.06484	5.43125	4.91584	5.28154	5.9917	4.97614
IPO11	Q9UI26	9.30063	9.52552	9.16538	9.50278	9.35662	9.60623	9.67883	9.23095	9.85062	9.13207	9.38525	9.65687	8.96357	9.39224	9.22913	8.97898	9.31794	8.46925	9.5732	9.71217	9.52204	9.16811
CUEDC2	Q9H467	9.94513	9.69677	10.02369	9.81529	9.81629	9.94248	9.72308	9.52056	9.70279	9.79418	10.0131	9.724	9.4304	9.99281	9.78395	10.09572	9.96392	9.63898	9.94322	9.86105	9.13446	9.93558
IPO13	O94829	9.00882	9.16302	8.38024	8.84608	8.34235	7.62236	8.96181	8.39178	8.47541	8.72456	8.94769	8.82255	8.74575	8.10383	8.64372	8.66361	8.74212	8.66025	9.07478	8.66715	8.70619	8.41331
CPEB4	Q17RY0	7.52301	7.80589	6.13048	7.23348	6.2928	6.53773	7.04879	7.17463	7.315	7.49126	7.2446	7.11846	7.67654	6.17928	8.32769	7.363	7.01994	7.7097	6.96937	7.26364	6.23037	6.70945
CPEB1	Q9BZB8	5.24828	4.93441	4.74824	5.06416	4.93746	4.97866	4.71983	5.05823	5.03056	4.9256	4.94089	5.04578	5.04525	5.0496	4.93051	5.25335	5.18958	5.1131	5.19737	5.33323	5.0525	5.23484
CPEB3	Q8NE35	5.63632	6.32709	5.63171	6.06349	5.21466	5.56084	6.05363	6.77509	5.97335	5.52896	6.34721	5.82678	5.98874	4.98529	5.73558	5.84969	5.41498	5.1886	5.87569	7.17028	5.2599	5.87694
CPEB2	Q7Z5Q1	7.62983	9.00845	7.18862	7.67877	6.49476	6.71164	7.32788	7.39431	5.62894	7.17341	7.59676	7.47431	7.60676	6.17379	7.97313	6.60843	7.62276	7.52961	7.21905	7.63108	7.32366	7.59531
BEGAIN	Q9BUH8	5.34957	5.18412	5.23752	5.37526	5.46029	5.15846	6.06597	5.12251	5.52297	5.46393	5.53403	5.47634	5.6471	5.2527	5.31848	5.42994	5.21821	5.51169	5.33879	5.60882	5.41209	5.66029
SRBD1	Q8N5C6	8.64398	8.72151	9.40109	9.13482	8.9199	9.41008	9.55109	9.76549	9.5859	9.09792	9.16028	9.30549	8.84524	8.88718	9.3627	9.6404	9.24025	8.08223	8.89424	9.17876	8.94586	9.05686
ABAT	P80404	8.23687	7.84953	8.15261	8.64768	8.12922	9.41451	8.31541	8.34022	8.26327	9.11968	7.19255	8.55147	9.17259	9.37501	9.19947	8.93316	9.34558	9.6216	8.13065	7.9031	7.5958	7.72669
ZNF780A	O75290	7.86688	7.99251	6.67073	6.87658	7.51838	7.14054	7.96672	7.13891	6.99196	7.48439	6.98362	7.48349	7.48638	6.81159	7.42025	7.17165	6.89622	7.10455	7.5673	7.48732	7.40504	6.82118
ZNF780B	Q9Y6R6	8.37509	7.92166	7.9202	7.65191	8.14322	8.66088	8.34564	7.66605	7.54815	8.01744	7.59982	8.35691	8.00093	7.96868	8.05023	7.14547	7.51786	7.53786	7.90853	7.49691	8.22388	7.96466
FRG1	Q14331	5.62542	5.90609	6.78008	5.41056	6.1428	6.59633	6.51371	6.42792	5.34002	6.29259	5.97135	5.96335	5.83931	5.90862	6.19464	5.75084	5.77878	5.24523	5.81094	6.03275	6.11812	6.38281
TP53TG5	Q9Y2B4	5.44203	5.38614	5.45127	5.20501	5.32219	5.45413	5.04973	5.43017	5.75499	5.64608	5.33067	5.38128	5.6888	5.11336	5.14123	5.43077	5.38128	5.53149	5.3119	5.51907	5.44548	5.58638
RHEBL1	Q8TAI7	5.52372	5.76275	5.43281	5.58988	6.07223	5.69067	7.44505	6.39946	5.88693	5.18843	5.51992	5.44311	5.80848	5.43359	5.29087	5.50655	5.4789	5.28262	5.31437	5.70416	5.8538	5.86558
TP53TG3	Q9ULZ0	5.5167	5.609475	5.166354999999999	5.33953	5.601435	5.31222	5.2401599999999995	5.315004999999999	5.456474999999999	5.56801	5.443875	5.475395000000001	5.49796	5.36067	5.589855	5.708905	5.627784999999999	5.91967	5.6582550000000005	5.472505	5.561555	5.441905
IFT80	Q9P2H3	7.73907	7.56986	7.64033	7.60083	7.66977	8.11067	8.16332	8.22136	7.93733	8.39841	7.27972	7.80757	7.85409	7.49806	8.74764	8.13592	8.25705	8.03802	7.23815	8.05077	8.13748	7.41617
IFT81	Q8WYA0	6.92488	7.22952	6.67768	6.97632	7.03141	7.41202	7.62846	8.12168	7.2446	6.95944	6.93467	6.51268	7.11187	7.3602	7.48998	6.99775	6.17081	6.89226	6.46621	6.84853	6.56995	6.80932
IFT88	Q13099	7.71741	7.68163	7.87061	8.14716	7.72065	8.33905	7.68516	7.46276	8.82646	7.89407	7.37611	8.29288	7.75727	8.01931	7.48057	7.51137	7.19539	6.58724	8.18394	7.05421	8.23199	7.92921
POU5F1B	Q06416	6.63533	7.44023	7.26006	8.86411	6.65208	7.74592	4.6738	4.26671	7.20811	5.74869	6.08312	6.23767	6.31334	7.83038	4.82886	6.58762	6.04863	4.80228	6.62342	5.69651	7.25813	6.93716
KISS1R	Q969F8	7.13816	7.19294	6.98934	7.02645	7.23883	6.93483	7.29118	7.40256	7.22391	7.38726	7.29086	6.95633	7.31168	7.06882	7.26132	7.12984	7.35282	7.26684	7.08929	7.33597	7.15087	7.59278
MCM10	Q7L590	8.94779	9.20334	8.99833	9.45771	9.88931	9.06991	10.16963	10.01151	9.2914	7.83205	8.54176	8.67107	8.67968	9.48117	7.90023	8.77833	8.01853	6.32886	9.83145	9.78376	9.30704	7.05206
SP4	Q02446	8.05052	7.97139	7.52209	7.7346	8.80582	8.11097	9.32487	7.95363	8.55119	7.03321	7.33225	7.53204	7.9978	7.09663	8.08385	7.81204	7.56078	8.1734	8.25301	8.24166	8.46432	7.80373
IGFBPL1	Q8WX77	7.56744	5.14049	7.21268	5.42515	5.20185	5.93942	5.41233	5.18839	5.91013	6.5334	7.5394	5.88346	5.51224	7.27111	6.70044	7.72861	6.30348	7.06488	5.37291	5.67834	5.38946	5.4208
C12orf10	Q9HB07	8.96089	9.61904	9.83431	9.16496	9.49219	9.59495	9.44308	9.52339	9.1831	9.59217	9.28867	9.33124	9.02322	8.99233	9.06598	9.86814	9.77923	9.61917	9.70171	9.56979	9.55178	9.82062
PHOX2A	O14813	5.88244	5.93766	5.8254	6.11008	5.90722	5.83685	5.70737	5.99891	6.17334	6.0699	6.11887	6.08834	6.04704	5.97125	6.02852	6.20004	5.98803	5.95164	6.0084	6.26356	6.12057	6.14318
PHOX2B	Q99453	5.5104	6.21954	5.80561	6.04074	5.69155	5.63543	5.45918	5.7216	5.91069	5.9445	6.19214	5.83539	5.83279	5.91256	6.19842	5.87922	5.78532	5.35635	5.81244	5.75046	5.89194	5.72149
LRGUK	Q96M69	4.93984	5.04937	5.1553	5.16596	4.94142	4.86003	4.83105	6.45752	4.94942	5.01528	5.04791	5.11	4.84268	4.90293	5.28442	4.97764	4.93246	5.49747	4.83141	5.90672	4.95635	4.89069
UPK2	O00526	8.07607	6.65782	6.06463	7.90803	6.41347	5.7554	6.38126	6.28295	8.21526	9.37228	6.5716	6.43035	7.01741	6.34721	8.0636	6.84694	9.03532	5.86606	6.32093	6.24529	6.31793	7.2822
CFH	P08603	4.36802	4.15143	4.34339	4.03934	4.05961	4.0512	4.13018	4.81299	3.95559	4.21265	4.08721	4.12353	4.18606	4.04932	4.19015	4.12559	4.16119	3.95378	4.30901	4.93095	4.14418	4.05832
CFI	P05156	3.01131	3.07538	3.69373	3.30955	3.81777	2.99061	3.13915	3.00299	3.21965	3.34907	3.46131	3.20994	3.21241	3.23293	3.27143	3.83182	3.54607	3.39163	3.26922	3.35556	3.49477	3.26922
PNP	P00491	6.957745	7.908925	7.30541	7.322115	7.92481	6.884155	6.951365	7.346425	6.9926	7.1206	7.42315	7.700620000000001	7.024965	7.117435	6.97898	7.787615000000001	7.804765	6.546265	7.952355000000001	7.6861	7.40319	7.153460000000001
CFD	P00746	7.68648	9.02355	7.56876	7.92661	8.23599	7.65719	8.46486	8.95999	7.9803	7.84416	7.71432	8.32017	7.63566	7.33688	8.26504	8.1919	8.09703	7.67621	8.46413	9.38256	7.92233	9.31622
CFB	P00751	6.4138	7.21751	6.80104	7.971	6.47528	7.2438	6.70998	6.34347	6.98357	7.44602	6.97123	7.7871	9.18658	6.34273	7.86609	7.15847	7.40795	6.72383	7.53848	6.8503	7.7903	7.51316
MRLN	P0DMT0	6.04153	6.45024	6.21197	6.1849	6.25827	6.06527	5.97703	5.99546	5.70752	6.2115	6.27098	6.35389	6.23538	5.84029	6.12146	6.36247	6.07365	5.79007	6.12404	6.21777	6.3111	6.47737
CREBBP	Q92793	10.21179	10.11661	10.44339	10.85116	11.19887	10.44525	11.38604	10.60983	9.95243	10.32715	10.4877	10.47185	11.25588	10.76302	10.99069	10.2448	10.18707	10.1198	10.80864	10.72294	10.67615	10.48921
CFP	P27918	5.50312	5.83045	5.29781	5.6801	5.82723	5.57923	5.44677	5.66909	5.57923	5.61843	5.62074	5.73588	5.48424	5.44521	5.62074	5.65947	5.81048	5.24915	5.39225	5.91626	5.5615	5.81909
HAMP	P81172	7.4349	7.31334	7.55292	7.07322	7.18931	7.35963	7.19195	7.33155	6.99495	7.40025	7.34574	7.41129	7.32621	7.19167	7.25507	7.54159	7.54425	7.74213	7.35389	7.31969	7.55914	7.48966
SIX4	Q9UIU6	6.58501	8.09484	4.80641	4.93906	8.18503	7.00458	8.78403	8.40445	6.22349	7.44679	7.45294	6.47792	7.62734	6.94554	8.34999	7.87961	7.81782	8.03147	6.93528	8.30157	6.57398	5.30789
SIX5	Q8N196	6.862905	6.9286200000000004	6.9991900000000005	6.909745	7.23049	6.89037	6.89622	6.833715	6.770815	7.129255	6.996265	6.99067	6.90285	6.645	6.7455300000000005	6.99572	7.22246	6.913494999999999	6.796329999999999	7.11499	6.763605	7.134425
SIX6	O95475	5.92798	6.17079	6.12296	6.31005	6.11281	6.0494	6.00926	6.09536	6.19931	6.3521	6.17079	6.16175	5.81953	6.00315	5.91182	6.09705	6.25017	6.23634	6.23888	6.05931	6.39278	6.35225
SAGE1	Q9NXZ1	4.18001	4.30001	4.56378	4.60724	4.4422	4.41538	4.09039	4.02273	4.35067	4.25964	4.22697	4.12971	4.20611	4.28499	4.28654	4.18756	4.64786	4.16162	4.34615	4.14576	4.2658	4.59489
SIX1	Q15475	5.63226	6.48967	5.08332	5.36454	5.57362	5.75438	4.78334	5.593	5.96041	5.66992	5.51978	5.90305	6.30759	5.6543	5.77938	5.36208	6.83327	6.5869	5.7931	5.09954	5.14886	5.49615
SIX2	Q9NPC8	6.85954	7.08505	6.77056	7.11674	7.20876	6.71293	6.4664	6.52129	7.08294	6.5995	7.12874	6.55178	7.92822	7.20279	6.61425	6.85968	6.92322	6.93138	8.56114	6.80876	6.98718	6.88569
SIX3	O95343	6.12098	6.18008	6.20127	6.39121	6.02807	5.881	5.80928	6.31077	6.49111	6.31815	6.59469	6.36291	5.98061	6.24608	6.50857	6.10429	6.20174	6.66607	6.16448	6.42408	6.20417	6.45861
CNPY4	Q8N129	6.76374	6.38975	6.08264	6.34087	6.15229	6.125	6.2447	6.04196	6.26355	6.06519	5.91311	5.95435	6.15684	5.65849	6.31475	6.35114	6.09654	6.80449	6.20147	6.20491	6.06211	5.92985
NAALAD2	Q9Y3Q0	3.15989	2.96163	3.37298	3.26426	3.25461	3.25183	3.17531	3.19708	3.26426	3.26426	3.47033	3.14616	3.01315	3.81886	3.20497	3.08222	2.9176	3.43684	3.07059	3.56637	3.33141	3.05944
CNPY2	Q9Y2B0	8.04851	7.39886	7.764725	7.999459999999999	8.44571	8.03346	8.11828	8.143195	7.87389	7.656215	7.603529999999999	8.188305	8.05154	7.709345	7.98069	7.91769	7.489599999999999	8.369845	8.328240000000001	8.219925	8.53865	7.4240949999999994
CNPY1	Q3B7I2	4.50808	4.40307	4.35422	4.40305	4.69773	4.67384	4.18941	4.56639	4.68875	4.61101	4.69047	4.30234	4.47329	4.33739	4.29432	4.38044	4.91682	4.22761	4.45487	4.51815	4.62947	4.30254
UFD1	Q92890	7.70585	7.6293	7.37183	7.2984	7.55027	7.28969	8.0533	7.84275	7.57868	7.72644	7.65582	7.90484	7.71152	7.32734	7.51705	7.47286	7.24426	7.76796	7.61945	7.55876	7.97835	7.49043
KNDC1	Q76NI1	6.25528	6.11872	6.1433	6.22423	6.13069	6.19583	6.19589	6.91157	6.42924	6.55374	6.30218	6.37912	6.19959	6.10915	6.24039	6.4389	6.14456	6.30218	6.1498	6.62801	6.13461	6.75766
HMG20A	Q9NP66	6.49527	6.44617	7.014085	6.23854	6.6076999999999995	6.886695	6.996705	6.8019300000000005	6.336855	6.529170000000001	6.734565	6.707755	6.666695000000001	7.023765000000001	6.449335	6.829599999999999	6.46225	6.231975	6.562865	6.20748	6.547560000000001	6.762995
HMG20B	Q9P0W2	8.68182	8.97377	8.37077	8.5012	8.6314	8.33929	8.46175	9.0409	8.33845	8.96916	8.93483	8.72628	8.7157	8.63927	8.81616	8.76259	8.75465	9.35896	8.50152	9.20585	8.38653	8.52358
AAGAB	Q6PD74	8.09616	7.75478	7.77323	7.6522	7.69066	7.94346	8.12158	8.18626	7.57997	8.11884	7.85353	7.97353	7.84907	8.07712	8.05868	7.92434	7.67834	7.9401	7.82218	8.15806	8.18804	8.11465
C4orf19	Q8IY42	6.54617	8.31134	7.08635	7.0976	7.62705	7.01851	6.88689	8.70972	4.90327	6.4641	6.45187	5.8689	6.28801	6.27987	7.51368	7.39717	6.23271	7.25573	6.35357	6.89339	6.69766	6.5281
C4orf17	Q53FE4	4.51797	4.53276	4.30898	4.51194	4.49407	4.50361	4.56479	4.5074	4.43302	4.65998	4.66382	4.79356	4.73086	4.33275	4.15438	4.41835	4.37741	4.68551	4.61734	4.47564	4.66464	4.6293
CDH26	Q8IXH8	6.07301	6.28872	6.22014	6.61591	6.47135	6.06047	6.33123	6.27289	6.47464	6.32311	6.90306	6.53988	6.47758	6.54457	6.20549	6.29524	6.34182	6.34216	6.53911	6.43142	6.41849	6.53294
SHOX2	O60902	5.43456	5.30461	5.17501	5.32593	5.10977	5.34955	6.48576	5.34076	5.29959	5.3737	5.15063	5.32384	5.31084	5.1846	5.29362	5.43981	5.60367	5.20522	5.45052	6.18312	5.61666	5.47859
ZFP82	Q8N141	7.01145	6.30758	4.63245	5.03281	5.13711	4.77131	4.97113	4.90702	6.52955	7.49057	6.08712	5.32415	5.15128	6.04597	5.97771	4.86181	5.93322	6.45633	5.07491	5.05341	5.34644	4.83557
RTBDN	Q9BSG5	6.15565	6.04144	6.06001	6.1147	5.96296	5.79788	6.76299	6.2744	6.33423	5.96018	6.07537	6.12421	6.38644	5.95129	6.02476	6.20562	6.36972	5.78246	6.06354	6.78852	6.14795	6.22947
SMDT1	Q9H4I9	9.50703	9.08522	10.15569	9.557	10.01791	10.39285	9.08263	9.5991	9.75805	9.99981	9.63868	10.31651	9.51109	9.02731	9.70514	10.34768	10.40964	9.51077	9.63925	9.80552	9.88377	10.11741
RFPL1	O75677	3.5717	3.28363	3.43045	3.42231	3.35044	3.22136	3.65628	3.32696	2.8742	3.09642	3.28351	3.12105	3.00619	3.03056	2.8742	3.19776	3.74057	3.25523	2.9239	3.43474	3.15561	3.08516
SYPL2	Q5VXT5	5.69116	5.33279	5.74997	5.76493	5.52791	5.62371	5.54543	5.64957	5.85548	5.78525	5.53026	5.3759	5.57488	5.4011	5.53457	5.66622	5.74271	5.90923	5.71746	6.07908	5.61868	5.60505
APP	P05067	12.51852	12.50224	12.53335	12.61728	12.32925	12.31713	12.39138	12.30225	12.34942	12.5595	12.76916	12.41741	12.5798	12.55226	12.95275	12.81212	12.32966	12.71866	12.4683	12.64995	12.28072	12.44541
NRXN3	Q9HDB5	6.38212	5.92977	6.08488	5.38181	6.33117	6.40426	4.95016	5.78456	6.41456	5.61426	5.37016	6.17978	5.99687	6.05504	5.44493	6.30654	5.8808	6.42985	6.6898	5.67135	6.22573	5.65895
NRXN2	Q9P2S2	5.80068	5.76823	6.00771	6.08215	6.09049	5.6641	5.49201	5.71433	5.9368	5.87509	5.65224	5.90262	5.91978	5.71294	5.65148	5.97225	5.89181	5.96039	6.12075	6.02141	6.30582	6.0849
NRXN1	Q9ULB1	4.03321	3.94518	3.74608	4.20505	4.01843	3.73058	3.85679	3.89484	4.10023	4.14476	3.93494	4.02623	3.89247	3.76383	3.72572	4.31901	3.89947	4.01435	4.04607	3.90842	4.09448	4.34439
YDJC	A8MPS7	9.51275	9.86113	10.23465	9.71827	10.78228	10.08733	9.93372	10.25322	10.16281	9.9291	9.7197	10.09519	9.89758	9.48066	9.71661	9.80933	10.10526	9.76959	10.22552	9.98193	9.77052	10.14255
RFPL2	O75678	5.06178	5.32448	5.37536	5.12788	4.99799	5.25371	5.23654	5.40166	5.70397	5.14805	5.2697	5.23474	5.2336	5.00623	4.89992	5.29896	5.36265	5.19951	4.87362	5.54465	5.44955	5.40336
APC	P25054	7.14856	7.99352	6.99377	6.89763	5.90114	5.51145	8.31445	7.82032	5.72469	6.7411	6.74834	7.57571	7.45192	7.76257	7.29796	7.33162	7.13986	6.46573	7.44151	6.94926	6.9108	7.26295
TMEM179B	Q7Z7N9	8.23084	8.41954	8.72072	7.89657	8.77502	8.45956	8.42302	8.50968	8.3805	8.68663	8.25938	8.42501	8.32392	8.18522	8.48855	8.70828	8.88627	8.54572	8.60294	8.61991	8.21781	8.57323
ETV3L	Q6ZN32	4.89994	4.8752	4.71267	5.33006	5.05057	5.39339	4.64747	4.9129	5.16842	5.18437	5.09293	5.14225	5.0428	5.08004	5.10993	5.36415	5.18721	5.0111	5.13926	5.05659	5.4168	4.87513
UQCRC2	P22695	12.22047	12.34501	12.20487	12.29937	12.43682	12.06454	11.6947	12.46535	12.12645	12.0219	12.45347	12.25518	12.26788	12.10643	11.9212	12.26249	12.68576	11.83271	12.30063	12.50848	12.3495	12.1897
UQCRC1	P31930	9.87123	9.9763	10.18684	9.98047	9.93763	10.34915	9.9851	10.19688	10.04151	10.08684	10.34682	10.23448	10.00161	10.12715	9.77628	10.19025	10.49222	9.7843	9.63623	10.41434	10.32645	10.03075
GGCX	P38435	9.19048	9.14982	9.4436	8.95247	9.0583	9.52857	8.52601	9.48341	9.20021	8.68779	9.25365	8.70211	9.02911	8.44362	9.16889	9.0162	9.14148	9.37655	8.58441	9.6257	8.63158	9.09378
ADNP	Q9H2P0	10.30231	10.0128	10.3196	10.40085	10.4289	10.5712	10.41974	10.07429	10.5174	10.01424	10.33026	10.32402	10.71687	10.5438	10.14146	10.23298	10.29546	10.37873	10.4487	10.17156	10.58101	10.18304
